// <0000> あの日から、数日を経た。
<0000> あの日から、数日を経た。
// <0222> 例のエロゲ、「どきどき♪メイドパーティー」。……間違っても、ルチアに知られてはならないだろう。
<0222> 例のエロゲ、「どきどき♪メイドパーティー」。……間違っても、ルチアに知られてはならないだろう。

// <0223> 知られたら、……今度こそ俺は、殺される……。
<0223> 知られたら、……今度こそ俺は、殺される……。

// <0224> 
<0224> 

// <0225> ルチア
<0225> ルチア

// <0226> 「ところで、この服のタグに書いてあった、どきどき♪メイドパーティーとは、何のことかわかるか？」
<0226> 「ところで、この服のタグに書いてあった、どきどき♪メイドパーティーとは、何のことかわかるか？」

// <0227> 瑚太朗
<0227> 瑚太朗

// <0228> 「い、いいえいいえワカリマセンっ」
<0228> 「い、いいえいいえワカリマセンっ」

// <0229> 瑚太朗
<0229> 瑚太朗

// <0230> 「初回版にモザイク加工し忘れのＣＧが混じってて、回収騒ぎがあって、ヤプオクで超高値で取引されてるなんて、口が裂けても言えませんっ」
<0230> 「初回版にモザイク加工し忘れのＣＧが混じってて、回収騒ぎがあって、ヤプオクで超高値で取引されてるなんて、口が裂けても言えませんっ」

// <0231> ルチア
<0231> ルチア

// <0232> 「そうか、オークションで出品されている何かなのか。後で、ネットで調べてみよう」
<0232> 「そうか、オークションで出品されている何かなのか。後で、ネットで調べてみよう」

// <0233> 瑚太朗
<0233> 瑚太朗

// <0234> 「うぉおおおおおおおおおおお、ネットらめぇえええええええええええ！！」
<0234> 「うぉおおおおおおおおおおお、ネットらめぇえええええええええええ！！」

// <0235> 
<0235> 

// <0236> ルチア
<0236> ルチア

// <0237> 「んん！？　何か隠しているな！？　吐け、白状しろっ。この破廉恥な格好の正体を言えぇえええ！！」
<0237> 「んん！？　何か隠しているな！？　吐け、白状しろっ。この破廉恥な格好の正体を言えぇえええ！！」

// <0238> どったんばったん！　絶対言わん！　言ったら絶対、殺されるっ！
<0238> どったんばったん！　絶対言わん！　言ったら絶対、殺されるっ！

// <0239> 何とか誤魔化し、鉄拳制裁は免れたものの、メイドにフロントフェイスロックで失神させられそうになるという、貴重な経験をすることになるのだった……。
<0239> 何とか誤魔化し、鉄拳制裁は免れたものの、メイドにフロントフェイスロックで失神させられそうになるという、貴重な経験をすることになるのだった……。

// <0240> ……窒息によるものではない。…その、……スカートがちょいと、短過ぎるんだよ…。
<0240> ……窒息によるものではない。…その、……スカートがちょいと、短過ぎるんだよ…。

// <0241> 小脇で正面から首を絞められたもんだから、……お尻が…な……。
<0241> 小脇で正面から首を絞められたもんだから、……お尻が…な……。

// <0242> ルチアの服装の異常ささえ除けば、その後はつつがない、普通の食事が出来た。
<0242> ルチアの服装の異常ささえ除けば、その後はつつがない、普通の食事が出来た。

// <0243> 料理の腕は、まずまず、なかなか。
<0243> 料理の腕は、まずまず、なかなか。

// <0244> そして、手料理ならではの、温かみ溢れるものだった。
<0244> そして、手料理ならではの、温かみ溢れるものだった。

// <0245> ルチア
<0245> ルチア

// <0246> 「これで、命令は全て完全に遂行できたぞっ。お前の破廉恥な約束は全て守ったっ」
<0246> 「これで、命令は全て完全に遂行できたぞっ。お前の破廉恥な約束は全て守ったっ」

// <0247> 片付けの間に着替えられてしまった。
<0247> 片付けの間に着替えられてしまった。

// <0248> 瑚太朗
<0248> 瑚太朗

// <0249> 「あぁ、認めるよ。大丈夫、安心しろ。お前らの組織、ガーディアンのことはこれからもずっと秘密にするよ」
<0249> 「あぁ、認めるよ。大丈夫、安心しろ。お前らの組織、ガーディアンのことはこれからもずっと秘密にするよ」

// <0250> 瑚太朗
<0250> 瑚太朗

// <0251> 「……だから教えてくれないか？　ガーディアンってのは一体、何なんだ？　ルチアや西九条先生は、何をしているんだ？」
<0251> 「……だから教えてくれないか？　ガーディアンってのは一体、何なんだ？　ルチアや西九条先生は、何をしているんだ？」

// <0252> ルチア
<0252> ルチア

// <0253> 「……地球を守っている、としか言えない」
<0253> 「……地球を守っている、としか言えない」

// <0254> 瑚太朗
<0254> 瑚太朗

// <0255> 「守る、ってことは、守らなきゃ滅びちまうってことだ」
<0255> 「守る、ってことは、守らなきゃ滅びちまうってことだ」

// <0256> ルチア
<0256> ルチア

// <0257> 「…………」
<0257> 「…………」

// <0258> 確かに以前、彼女がゴミの分別やリサイクルで、熱く語ってくれたことがあった。
<0258> 確かに以前、彼女がゴミの分別やリサイクルで、熱く語ってくれたことがあった。

// <0259> 環境を大切にしなければ、人類に未来はない。
<0259> 環境を大切にしなければ、人類に未来はない。

// <0260> 地球を守るってのは、普通に考えれば、そういう意味だと思える。
<0260> 地球を守るってのは、普通に考えれば、そういう意味だと思える。

// <0261> ……しかし、彼女たちガーディアンの秘密主義は、そういうものを指すとはとても思えない。
<0261> ……しかし、彼女たちガーディアンの秘密主義は、そういうものを指すとはとても思えない。

// <0262> 瑚太朗
<0262> 瑚太朗

// <0263> 「地球を守るために、あまり大っぴらには出来ないことをしている。……そういう風に感じられるぜ…？」
<0263> 「地球を守るために、あまり大っぴらには出来ないことをしている。……そういう風に感じられるぜ…？」

// <0264> ルチア
<0264> ルチア

// <0265> 「…………」
<0265> 「…………」

// <0266> 瑚太朗
<0266> 瑚太朗

// <0267> 「…もちろん、ルチアのことは信じてるぜ。やましいことなんかしてるとは思わない」
<0267> 「…もちろん、ルチアのことは信じてるぜ。やましいことなんかしてるとは思わない」

// <0268> 瑚太朗
<0268> 瑚太朗

// <0269> 「でも、俺はガーディアンという名を知っちまった。安っぽい好奇心だとは思うが、……せめてもう少し知ることは許されないのか？」
<0269> 「でも、俺はガーディアンという名を知っちまった。安っぽい好奇心だとは思うが、……せめてもう少し知ることは許されないのか？」

// <0270> ルチア
<0270> ルチア

// <0271> 「……んん……」
<0271> 「……んん……」

// <0272> ルチアは俯いて唸る。
<0272> ルチアは俯いて唸る。

// <0273> 秘密にしなければならないが、隠し事をするのも心苦しくて辛い。そういう感じに見えた。
<0273> 秘密にしなければならないが、隠し事をするのも心苦しくて辛い。そういう感じに見えた。

// <0274> ……やはり、それを無理に聞こうとするのは、約束違反だ。
<0274> ……やはり、それを無理に聞こうとするのは、約束違反だ。

// <0275> すまねぇ、もういいよと言おうとした時。彼女は大きく溜息をついてから、俺をぎろりと睨んだ。
<0275> すまねぇ、もういいよと言おうとした時。彼女は大きく溜息をついてから、俺をぎろりと睨んだ。

// <0276> ルチア
<0276> ルチア

// <0277> 「……終生の絶対の秘密を誓えるかっ？」
<0277> 「……終生の絶対の秘密を誓えるかっ？」

// <0278> 瑚太朗
