// <0000> 
<0000> 

// <0001> 瑚太朗＿必要
<0308> 博士

// <0309> 「これらの理由から、人は自らの力のみによって環境問題を解決しようと思うのではなく、外部的な判断…環境の客観作用に委ねることが肝要であるわけです…」
<0309> 「これらの理由から、人は自らの力のみによって環境問題を解決しようと思うのではなく、外部的な判断…環境の客観作用に委ねることが肝要であるわけです…」

// <0310> 会場内にはあくびを噛み殺す子供が大勢いた。
<0310> 会場内にはあくびを噛み殺す子供が大勢いた。

// <0311> 皆、俺と同じ、親に連れて来られた者ばかり。
<0311> 皆、俺と同じ、親に連れて来られた者ばかり。

// <0312> 自然保護団体、日本マーテル会。
<0312> 自然保護団体、日本マーテル会。

// <0313> ナポリに本部を置くマグナ・マーテルと同源の団体で、
<0313> ナポリに本部を置くマグナ・マーテルと同源の団体で、

// <0314> 世界三千万人もの会員を抱える非政府組織だ。
<0314> 世界三千万人もの会員を抱える非政府組織だ。

// <0315> よく勘違いされるが宗教法人ではない。
<0315> よく勘違いされるが宗教法人ではない。

// <0316> 地球保護活動を支援し、啓蒙することを目的として設立された。
<0316> 地球保護活動を支援し、啓蒙することを目的として設立された。

// <0317> 科学団体を自称する。
<0317> 科学団体を自称する。

// <0318> 会が定期的に発行するパンフレットは、事実それなりに科学的ではある。
<0318> 会が定期的に発行するパンフレットは、事実それなりに科学的ではある。

// <0319> 会には知れば誰もが驚くような、権威ある科学者が名を連ねている。
<0319> 会には知れば誰もが驚くような、権威ある科学者が名を連ねている。

// <0320> 俺の両親もマーテル会員だ。
<0320> 俺の両親もマーテル会員だ。

// <0321> 博士
<0321> 博士

// <0322> 「…それでは１０分の休憩を挟んだ後、午前の合同研究に移りたいと思います」
<0322> 「…それでは１０分の休憩を挟んだ後、午前の合同研究に移りたいと思います」

// <0323> 拍手がおさまるのを待ち、博士は壇上を降りた。
<0323> 拍手がおさまるのを待ち、博士は壇上を降りた。

// <0324> 即座にトイレに向かう。
<0324> 即座にトイレに向かう。

// <0325> 尿意などないが、ずっと座っているなど耐えられない。
<0325> 尿意などないが、ずっと座っているなど耐えられない。

// <0326> 玄関ホールに抜ける。ひんやりとした空気が心地よい。
<0326> 玄関ホールに抜ける。ひんやりとした空気が心地よい。

// <0327> 俺以外の子供もすでに何人か出てきていた。
<0327> 俺以外の子供もすでに何人か出てきていた。

// <0328> 子供
<0328> 子供

// <0329> 「たりー」
<0329> 「たりー」

// <0330> 子供
<0330> 子供

// <0331> 「帰りたいぃ」
<0331> 「帰りたいぃ」

// <0332> 子供
<0332> 子供

// <0333> 「あと一時間かー」
<0333> 「あと一時間かー」

// <0334> 親には言えない本音トークをしていた。
<0334> 親には言えない本音トークをしていた。

// <0335> 内心、同感ではあるのだが、そうした会話には加われない。
<0335> 内心、同感ではあるのだが、そうした会話には加われない。

// <0336> 学校だけではなく、ここでも孤立している。
<0336> 学校だけではなく、ここでも孤立している。

// <0337> ひとりで興味もない掲示板を眺めていると、出入り口が開いて誰かが建物に入ってきた。
<0337> ひとりで興味もない掲示板を眺めていると、出入り口が開いて誰かが建物に入ってきた。

// <0338> 井子
<0338> 井子

// <0339> 「あらぁ、瑚太朗君」
<0339> 「あらぁ、瑚太朗君」

// <0340> 瑚太朗＿必要
<0340> 瑚太朗＿必要

// <0341> 「…一時間チコク」
<0341> 「…一時間チコク」

// <0342> 井子
<0342> 井子

// <0343> 「そうなの。この子たちがぐずっちゃってね」
<0343> 「そうなの。この子たちがぐずっちゃってね」

// <0344> 福井子さん。
<0344> 福井子さん。

// <0345> 児童養護施設『えにしの家』を運営している。
<0345> 児童養護施設『えにしの家』を運営している。

// <0346> 今日も大勢の子供を連れてきていた。
<0346> 今日も大勢の子供を連れてきていた。

// <0347> 瑚太朗＿必要
<0347> 瑚太朗＿必要

// <0348> 「今日は他の職員さん、来てないの？」
<0348> 「今日は他の職員さん、来てないの？」

// <0349> 井子
<0349> 井子

// <0350> 「そうなのよ。だから大変なの。手伝ってくれる？」
<0350> 「そうなのよ。だから大変なの。手伝ってくれる？」

// <0351> 瑚太朗＿必要
<0351> 瑚太朗＿必要

// <0352> 「…何したらいいの」
<0352> 「…何したらいいの」

// <0353> 井子
<0353> 井子

// <0354> 「じゃあこの子をお願い」
<0354> 「じゃあこの子をお願い」

// <0355> 女の子をひとり、任されてしまう。
<0355> 女の子をひとり、任されてしまう。

// <0356> 女の子＿朱音
<0356> 女の子＿朱音

// <0357> 「おとん」
<0357> 「おとん」

// <0358> 瑚太朗＿必要
<0358> 瑚太朗＿必要

// <0359> 「……」
<0359> 「……」

// <0360> どうしたらいいかよくわからない。
<0360> どうしたらいいかよくわからない。

// <0361> 瑚太朗＿必要
<0361> 瑚太朗＿必要

// <0362> 「あの…井子さん」
<0362> 「あの…井子さん」

// <0363> 井子
<0363> 井子

// <0364> 「こっちよみんな。靴は脱いでね。あらあら、だめよぉ土足は」
<0364> 「こっちよみんな。靴は脱いでね。あらあら、だめよぉ土足は」

// <0365> 他の子供たちを引率するのに忙しかった。
<0365> 他の子供たちを引率するのに忙しかった。

// <0366> 瑚太朗＿必要
<0366> 瑚太朗＿必要

// <0367> 「…えっと…名前は？」
<0367> 「…えっと…名前は？」

// <0368> 女の子＿朱音
<0368> 女の子＿朱音

// <0369> 「おとん」
<0369> 「おとん」

// <0370> 瑚太朗＿必要
<0370> 瑚太朗＿必要

// <0371> 「違うんだけど…」
<0371> 「違うんだけど…」

// <0372> 女の子＿朱音
<0372> 女の子＿朱音

// <0373> 「おとん？」
<0373> 「おとん？」

// <0374> 瑚太朗＿必要
<0374> 瑚太朗＿必要

// <0375> 「いや、俺はおとんじゃないよ」
<0375> 「いや、俺はおとんじゃないよ」

// <0376> 瑚太朗＿必要
<0376> 瑚太朗＿必要

// <0377> 「天王寺瑚太朗ってんだけど」
<0377> 「天王寺瑚太朗ってんだけど」

// <0378> 女の子＿朱音
<0378> 女の子＿朱音

// <0379> 「…」
<0379> 「…」

// <0380> 女の子＿朱音
<0380> 女の子＿朱音

// <0381> 「おとん」
<0381> 「おとん」

// <0382> 瑚太朗＿必要
<0382> 瑚太朗＿必要

// <0383> 「いいよ、もうおとんで」
<0383> 「いいよ、もうおとんで」

// <0384> 瑚太朗＿必要
<0384> 瑚太朗＿必要

// <0385> 「何歳？」
<0385> 「何歳？」

// <0386> 女の子＿朱音
<0386> 女の子＿朱音

// <0387> 「ぶーぶー」
<0387> 「ぶーぶー」

// <0388> おとん以外はまだ
<0388> おとん以外はまだ

// <0389> なんご
<0389> なんご

// <0390> 喃語
<0390> 喃語

// <0391> だ。
<0391> だ。

// <0392> 瑚太朗＿必要
<0392> 瑚太朗＿必要

// <0393> 「しかたないな…」
<0393> 「しかたないな…」

// <0394> ■友達■　ID:
<0394> ■友達■　ID:

// <0395> 　NO:
<0395> 　NO:

// <0396> ロビーにあるベンチまで連れていく。
<0396> ロビーにあるベンチまで連れていく。

// <0397> たまに腰砕け気味に尻餅をつくが、手を引いている限りうまく歩ける。
<0397> たまに腰砕け気味に尻餅をつくが、手を引いている限りうまく歩ける。

// <0398> 休憩時間の終わり近くまで、並んで座っていた。
<0398> 休憩時間の終わり近くまで、並んで座っていた。

// <0399> 井子
<0399> 井子

// <0400> 「お待たせ。あら仲良しさん」
<0400> 「お待たせ。あら仲良しさん」

// <0401> 瑚太朗＿必要
<0401> 瑚太朗＿必要

// <0402> 「あまり話あわないんだけど…」
<0402> 「あまり話あわないんだけど…」

// <0403> 井子
<0403> 井子

// <0404> 「あらぁ、おもしろいこと言ってぇ」
<0404> 「あらぁ、おもしろいこと言ってぇ」

// <0405> ころころ笑っている。
<0405> ころころ笑っている。

// <0406> こういう人だ。
<0406> こういう人だ。

// <0407> 井子
<0407> 井子

// <0408> 「この子、普段は活発すぎるくらいなんだけど、今日はずいぶん大人しいのねぇ」
<0408> 「この子、普段は活発すぎるくらいなんだけど、今日はずいぶん大人しいのねぇ」

// <0409> 井子
<0409> 井子

// <0410> 「お兄ちゃんの隣だからかな？」
<0410> 「お兄ちゃんの隣だからかな？」

// <0411> そういう振りはやめて欲しかった。
<0411> そういう振りはやめて欲しかった。

// <0412> 瑚太朗＿必要
<0412> 瑚太朗＿必要

// <0413> 「…俺のこと、おとんって」
<0413> 「…俺のこと、おとんって」

// <0414> 井子
<0414> 井子

// <0415> 「まだそれしか話せないのよ」
<0415> 「まだそれしか話せないのよ」

// <0416> 井子
<0416> 井子

// <0417> 「よかったら、研究でも隣に座らせてあげてくれない？」
<0417> 「よかったら、研究でも隣に座らせてあげてくれない？」

// <0418> 瑚太朗＿必要
<0418> 瑚太朗＿必要

// <0419> 「…いい…けど…」
<0419> 「…いい…けど…」

// <0420> 井子
<0420> 井子

// <0421> 「ありがとう」
<0421> 「ありがとう」

// <0422> 井子
<0422> 井子

// <0423> 「人手不足で、いつもひとりひとり面倒みてあげることができないから、瑚太朗君が親しくしてくれると嬉しいな」
