// <0000> 【ミラクル大冒険】
<0000> 【ミラクル大冒険】
<0315> （すべてを理解してしまったら、つまらなくなる）

// <0316> 瑚太朗
<0316> 瑚太朗

// <0317> （…篝に会いたい）
<0317> （…篝に会いたい）

// <0318> 憑きものが落ちたかのように、俺はすべてを諦めることができた。
<0318> 憑きものが落ちたかのように、俺はすべてを諦めることができた。

// <0319> しょせんは薄っぺらい向上心に付け焼き刃の好奇心だったということだ。
<0319> しょせんは薄っぺらい向上心に付け焼き刃の好奇心だったということだ。

// <0320> 瑚太朗
<0320> 瑚太朗

// <0321> （調子に乗って、予定より多く跳躍してしまった）
<0321> （調子に乗って、予定より多く跳躍してしまった）

// <0322> 瑚太朗
<0322> 瑚太朗

// <0323> （戻れるかな…）
<0323> （戻れるかな…）

// <0324> ハシゴの下を見下ろした。
<0324> ハシゴの下を見下ろした。

// <0325> そこにはもう、何も見つかりはしない。
<0325> そこにはもう、何も見つかりはしない。

// <0326> 『下』さえもない。
<0326> 『下』さえもない。

// <0327> 地に足をつける必要がなくなった俺は、もう下を見つけることもできないのだ。
<0327> 地に足をつける必要がなくなった俺は、もう下を見つけることもできないのだ。

// <0328> 人間感覚を消失してしまったから…
<0328> 人間感覚を消失してしまったから…

// <0329> 瑚太朗
<0329> 瑚太朗

// <0330> （…悪い篝、手伝えそうにない…）
<0330> （…悪い篝、手伝えそうにない…）

// <0331> 
<0331> 

// <0332> 心で詫びた時、腰のあたりに命綱が結びついているのがわかった。
<0332> 心で詫びた時、腰のあたりに命綱が結びついているのがわかった。

// <0333> 綱ではない。
<0333> 綱ではない。

// <0334> ほとんど色素を失い、透明化しつつある…それはリボンだ。
<0334> ほとんど色素を失い、透明化しつつある…それはリボンだ。

// <0335> 瑚太朗
<0335> 瑚太朗

// <0336> （これ、篝の？）
<0336> （これ、篝の？）

// <0337> これは命の循環するパイプのようなものだ。
<0337> これは命の循環するパイプのようなものだ。

// <0338> 装飾品のように見えて、篝の肉体の一部である。
<0338> 装飾品のように見えて、篝の肉体の一部である。

// <0339> 巨大紙もそう。ふたつは同質のものだ。
<0339> 巨大紙もそう。ふたつは同質のものだ。

// <0340> でもなぜ、篝のきれはしが俺に？
<0340> でもなぜ、篝のきれはしが俺に？

// <0341> リボンをたどると、ずっと遠くまで続いている。
<0341> リボンをたどると、ずっと遠くまで続いている。

// <0342> その先に…ともしびが見えた。
<0342> その先に…ともしびが見えた。

// <0343> 燦然と輝く、暖炉を思わせるぬくもり。
<0343> 燦然と輝く、暖炉を思わせるぬくもり。

// <0344> 瑚太朗
<0344> 瑚太朗

// <0345> （あれは…？）
<0345> （あれは…？）

// <0346> そこに戻りたいと願った。
<0346> そこに戻りたいと願った。

// <0347> 急速に体が引っぱられた。
<0347> 急速に体が引っぱられた。

// <0348> リボンが俺を引き寄せている。
<0348> リボンが俺を引き寄せている。

// <0349> 下方に！
<0349> 下方に！

// <0350> 万物の頂が遠のく。
<0350> 万物の頂が遠のく。

// <0351> 未知であることの雲間を抜ける。
<0351> 未知であることの雲間を抜ける。

// <0352> 眼下に丘が見える高度にまで、一気に引き戻されていた。
<0352> 眼下に丘が見える高度にまで、一気に引き戻されていた。

// <0353> 丘には篝が立っていた。
<0353> 丘には篝が立っていた。

// <0354> 俺を見上げている。
<0354> 俺を見上げている。

// <0355> 叡智の輝きに、全身をぼんやり発光させて。
<0355> 叡智の輝きに、全身をぼんやり発光させて。

// <0356> …戻ってこられた。
<0356> …戻ってこられた。

// <0357> そして俺は、元あった肉体へと巻き取られていくのだった。
<0357> そして俺は、元あった肉体へと巻き取られていくのだった。

// <0358> 目の前に、篝の顔があった。
<0358> 目の前に、篝の顔があった。

// <0359> 瑚太朗
<0359> 瑚太朗

// <0360> 「…」
<0360> 「…」

// <0361> 瑚太朗
<0361> 瑚太朗

// <0362> 「寒い…と思ったんだ。でも」
<0362> 「寒い…と思ったんだ。でも」

// <0363> 極寒と思えた知性の高みも、より上の過酷さに触れさえすれば…
<0363> 極寒と思えた知性の高みも、より上の過酷さに触れさえすれば…

// <0364> 瑚太朗
<0364> 瑚太朗

// <0365> 「…今は、あたたかい」
<0365> 「…今は、あたたかい」

// <0366> この夜でさえそうなのだ。
<0366> この夜でさえそうなのだ。

// <0367> かつて俺たちが生きた世界は、もっと色めく温度で溢れていたことだろう。
<0367> かつて俺たちが生きた世界は、もっと色めく温度で溢れていたことだろう。

// <0368> 無知や、可能性や、希望といったものが、心を温めてくれたことだろう。
<0368> 無知や、可能性や、希望といったものが、心を温めてくれたことだろう。

// <0369> 人は神に耐えられない。
<0369> 人は神に耐えられない。

// <0370> 神はあまりにも孤独すぎる。
<0370> 神はあまりにも孤独すぎる。

// <0371> 一切を解析し尽くしてしまえば、胸が高鳴ることがなくなる。
<0371> 一切を解析し尽くしてしまえば、胸が高鳴ることがなくなる。

// <0372> 誰かを好きになって、がむしゃらに生きる理由さえ失う。
<0372> 誰かを好きになって、がむしゃらに生きる理由さえ失う。

// <0373> あのまま上に進んでいたら、救いのない領域で、自覚なく散っていただろう。
<0373> あのまま上に進んでいたら、救いのない領域で、自覚なく散っていただろう。

// <0374> 二度と復活することもなく…
<0374> 二度と復活することもなく…

// <0375> 俺にはここで、やるべきことがあった。
<0375> 俺にはここで、やるべきことがあった。

// <0376> 篝は俺に膝枕をしてくれていた。
<0376> 篝は俺に膝枕をしてくれていた。

// <0377> その頬に手を伸ばす。
<0377> その頬に手を伸ばす。

// <0378> 瑚太朗
<0378> 瑚太朗

// <0379> 「助けてくれたな…」
<0379> 「助けてくれたな…」

// <0380> 篝
<0380> 篝

// <0381> 「…」
<0381> 「…」

// <0382> 相変わらず言葉は通じない。
<0382> 相変わらず言葉は通じない。

// <0383> でも、いいのだ。
<0383> でも、いいのだ。

// <0384> 少なくとも篝についてわかったことがひとつある。
<0384> 少なくとも篝についてわかったことがひとつある。

// <0385> 人にとって、どこからでも見つけることができるものだ。
<0385> 人にとって、どこからでも見つけることができるものだ。

// <0386> 砂漠の旅人にとって、方角を示す星の輝きは救いになるように。
<0386> 砂漠の旅人にとって、方角を示す星の輝きは救いになるように。

// <0387> たとえ星に情がないとしても、慕い、すがらずにはいられない。
<0387> たとえ星に情がないとしても、慕い、すがらずにはいられない。

// <0388> ましてや篝には心がある。
<0388> ましてや篝には心がある。

// <0389> 俺はあると感じた。
<0389> 俺はあると感じた。

// <0390> ただ同族がいないが故、未発達のままなのだ。
<0390> ただ同族がいないが故、未発達のままなのだ。

// <0391> なら俺が…
<0391> なら俺が…

// <0392> 俺だけが…
<0392> 俺だけが…

// <0393> 瑚太朗
<0393> 瑚太朗

// <0394> 「もう寂しくなくなった」
<0394> 「もう寂しくなくなった」

// <0395> 瑚太朗
<0395> 瑚太朗

// <0396> 「もう迷いもなくなった」
<0396> 「もう迷いもなくなった」

// <0397> 瑚太朗
<0397> 瑚太朗

// <0398> 「いろんなことで悩むことが、バカらしくなった」
<0398> 「いろんなことで悩むことが、バカらしくなった」

// <0399> 瑚太朗
<0399> 瑚太朗

// <0400> 「明るく楽しく、ハッピーで行こうと思った」
<0400> 「明るく楽しく、ハッピーで行こうと思った」

// <0401> 瑚太朗
<0401> 瑚太朗

// <0402> 「いや…そう決めた」
<0402> 「いや…そう決めた」

// <0403> 瑚太朗
<0403> 瑚太朗

// <0404> 「こいつはもう空回りじゃない」
<0404> 「こいつはもう空回りじゃない」

// <0405> 篝
<0405> 篝

// <0406> 「…」
<0406> 「…」

// <0407> 篝は俺の言葉などわからないのだろう。
<0407> 篝は俺の言葉などわからないのだろう。

// <0408> 変わらぬ面持ちで、俺の顔をのぞき込んでいる。
<0408> 変わらぬ面持ちで、俺の顔をのぞき込んでいる。

// <0409> 瑚太朗
<0409> 瑚太朗

// <0410> 「学者のまねごとはここまでにするよ」
