// <0000> ＭＴＧに参加している時のことだった。
<0000> ＭＴＧに参加している時のことだった。
<0257> マーテルには、現在では誰も創出できない貴重な魔物が何体も保存されているそうだ。

// <0258> 合宿の終わりに、儀礼用のローブを渡された。
<0258> 合宿の終わりに、儀礼用のローブを渡された。

// <0259> 黒色の、なんの模様もない分厚い服。
<0259> 黒色の、なんの模様もない分厚い服。

// <0260> 晴れて、ガイア主義者。
<0260> 晴れて、ガイア主義者。

// <0261> 森の奥にやってくると、篝が姿を見せる。
<0261> 森の奥にやってくると、篝が姿を見せる。

// <0262> 篝
<0262> 篝

// <0263> 「どのような状況でしょう」
<0263> 「どのような状況でしょう」

// <0264> 瑚太朗＿必要
<0264> 瑚太朗＿必要

// <0265> 「…マーテルに潜入できた、と思う」
<0265> 「…マーテルに潜入できた、と思う」

// <0266> 瑚太朗＿必要
<0266> 瑚太朗＿必要

// <0267> 「今後はより深い調査ができる」
<0267> 「今後はより深い調査ができる」

// <0268> 篝
<0268> 篝

// <0269> 「マーテルは、ホモ・サピエンスの中でも大いなる群れのひとつでしたね」
<0269> 「マーテルは、ホモ・サピエンスの中でも大いなる群れのひとつでしたね」

// <0270> 瑚太朗＿必要
<0270> 瑚太朗＿必要

// <0271> 「そうなるな」
<0271> 「そうなるな」

// <0272> 瑚太朗＿必要
<0272> 瑚太朗＿必要

// <0273> 「マーテル…ガイアとも呼ぶが、こいつらと、もうひとつガーディアンという組織が、あんたを狙ってる」
<0273> 「マーテル…ガイアとも呼ぶが、こいつらと、もうひとつガーディアンという組織が、あんたを狙ってる」

// <0274> 篝
<0274> 篝

// <0275> 「心配は無用です。篝の姿は、ホモ・サピエンスには映りません」
<0275> 「心配は無用です。篝の姿は、ホモ・サピエンスには映りません」

// <0276> 瑚太朗＿必要
<0276> 瑚太朗＿必要

// <0277> 「そう言い切れるもんでもないんだが…」
<0277> 「そう言い切れるもんでもないんだが…」

// <0278> 篝
<0278> 篝

// <0279> 「それより、今はそのガイアとやらを駆逐するべきでしょう」
<0279> 「それより、今はそのガイアとやらを駆逐するべきでしょう」

// <0280> 瑚太朗＿必要
<0280> 瑚太朗＿必要

// <0281> 「何言ってんだよ…」
<0281> 「何言ってんだよ…」

// <0282> 篝
<0282> 篝

// <0283> 「あなたは群の中に入りました。内から滅ぼすためではないのですか？」
<0283> 「あなたは群の中に入りました。内から滅ぼすためではないのですか？」

// <0284> 瑚太朗＿必要
<0284> 瑚太朗＿必要

// <0285> 「俺ひとりじゃ無理だ」
<0285> 「俺ひとりじゃ無理だ」

// <0286> 瑚太朗＿必要
<0286> 瑚太朗＿必要

// <0287> 「…だが情報を集めれば、あるいはあんたへの捜査の手は止められるかもだろ？」
<0287> 「…だが情報を集めれば、あるいはあんたへの捜査の手は止められるかもだろ？」

// <0288> 瑚太朗＿必要
<0288> 瑚太朗＿必要

// <0289> 「そうやって安全を確保しながら、内情調査を進める」
<0289> 「そうやって安全を確保しながら、内情調査を進める」

// <0290> 篝
<0290> 篝

// <0291> 「そのような悠長な真似をする必要はありません」
<0291> 「そのような悠長な真似をする必要はありません」

// <0292> 篝
<0292> 篝

// <0293> 「すぐにでもガイアを殲滅する準備に入りなさい」
<0293> 「すぐにでもガイアを殲滅する準備に入りなさい」

// <0294> 瑚太朗＿必要
<0294> 瑚太朗＿必要

// <0295> 「篝…無茶を言わないでくれ」
<0295> 「篝…無茶を言わないでくれ」

// <0296> 瑚太朗＿必要
<0296> 瑚太朗＿必要

// <0297> 「俺は最強の勇者じゃない。無双プレイはできない」
<0297> 「俺は最強の勇者じゃない。無双プレイはできない」

// <0298> 篝
<0298> 篝

// <0299> 「では自らを強化なさい」
<0299> 「では自らを強化なさい」

// <0300> 瑚太朗＿必要
<0300> 瑚太朗＿必要

// <0301> 「人間はそんな簡単には強くなれないんだよ」
<0301> 「人間はそんな簡単には強くなれないんだよ」

// <0302> ゆらゆらと浮いていたリボンが、突然蛇の素早さで喉に巻き付いた。
<0302> ゆらゆらと浮いていたリボンが、突然蛇の素早さで喉に巻き付いた。

// <0303> 大木に押しつけられ、持ち上げられた。
<0303> 大木に押しつけられ、持ち上げられた。

// <0304> 首が絞まる。
<0304> 首が絞まる。

// <0305> 瑚太朗＿必要
<0305> 瑚太朗＿必要

// <0306> 「ぐあっ…」
<0306> 「ぐあっ…」

// <0307> 篝
<0307> 篝

// <0308> 「篝の目を節穴同然だとでも考えているのでしょうか？」
<0308> 「篝の目を節穴同然だとでも考えているのでしょうか？」

// <0309> 篝
<0309> 篝

// <0310> 「確かに篝はヒトのことわりには疎い。ですが、目の前にいる個体くらいは把握できます」
<0310> 「確かに篝はヒトのことわりには疎い。ですが、目の前にいる個体くらいは把握できます」

// <0311> 瑚太朗＿必要
<0311> 瑚太朗＿必要

// <0312> 「な、何？」
<0312> 「な、何？」

// <0313> 篝
<0313> 篝

// <0314> 「天王寺瑚太朗、おまえは自らの性能を変える能力を持っています」
<0314> 「天王寺瑚太朗、おまえは自らの性能を変える能力を持っています」

// <0315> 瑚太朗＿必要
<0315> 瑚太朗＿必要

// <0316> 「！？」
<0316> 「！？」

// <0317> 篝
<0317> 篝

// <0318> 「それを用いて、必要な闘争力を得なさい。そしてガイアを滅ぼしなさい」
<0318> 「それを用いて、必要な闘争力を得なさい。そしてガイアを滅ぼしなさい」

// <0319> 篝
<0319> 篝

// <0320> 「傷が癒えた後には、ガーディアンを攻撃すれば良いでしょう」
<0320> 「傷が癒えた後には、ガーディアンを攻撃すれば良いでしょう」

// <0321> 瑚太朗＿必要
<0321> 瑚太朗＿必要

// <0322> 「どうしてそう…不可能なことばかりさせようとする…」
<0322> 「どうしてそう…不可能なことばかりさせようとする…」

// <0323> 瑚太朗＿必要
<0323> 瑚太朗＿必要

// <0324> 「確実に結果を出すことが必要なんじゃないのか…？」
<0324> 「確実に結果を出すことが必要なんじゃないのか…？」

// <0325> 篝
<0325> 篝

// <0326> 「愚劣きわまるホモ・ルーデンス（遊びほうけるヒト）」
<0326> 「愚劣きわまるホモ・ルーデンス（遊びほうけるヒト）」

// <0327> 篝
<0327> 篝

// <0328> 「卑しき個体が篝の計画の足を引くことは許されません」
<0328> 「卑しき個体が篝の計画の足を引くことは許されません」

// <0329> 篝
<0329> 篝

// <0330> 「今のやり方では、確実に手遅れになってしまいます」
<0330> 「今のやり方では、確実に手遅れになってしまいます」

// <0331> 瑚太朗＿必要
<0331> 瑚太朗＿必要

// <0332> 「しかし…あの力は…」
<0332> 「しかし…あの力は…」

// <0333> 解放される。
<0333> 解放される。

// <0334> 尻餅をついて、何度か咳き込んだ。
<0334> 尻餅をついて、何度か咳き込んだ。

// <0335> 篝
<0335> 篝

// <0336> 「あなたにできぬと言うなら、今からガイアの中核に案内しなさい」
<0336> 「あなたにできぬと言うなら、今からガイアの中核に案内しなさい」

// <0337> 瑚太朗＿必要
<0337> 瑚太朗＿必要

// <0338> 「ど、どうするんだ」
<0338> 「ど、どうするんだ」

// <0339> 篝
<0339> 篝

// <0340> 「篝自ら裁断をくだします」
<0340> 「篝自ら裁断をくだします」

// <0341> 瑚太朗＿必要
<0341> 瑚太朗＿必要

// <0342> 「…舐めすぎだ。魔物が出てくるぞ」
